,Time,T_AVG
6102,2021-08-22,22.454166666666666
6103,2021-08-23,23.275000000000002
6104,2021-08-24,23.004166666666666
6105,2021-08-25,22.291666666666668
6106,2021-08-26,23.391666666666666
6107,2021-08-27,21.891666666666666
6108,2021-08-28,21.116666666666667
6109,2021-08-29,21.854166666666668
6110,2021-08-30,22.875
6111,2021-08-31,18.845833333333335
6112,2021-09-01,17.179166666666667
6113,2021-09-02,13.762500000000001
6114,2021-09-03,14.841666666666667
6115,2021-09-04,14.066666666666668
6116,2021-09-05,16.891666666666666
6117,2021-09-06,16.579166666666666
6118,2021-09-07,15.266666666666666
6119,2021-09-08,18.691666666666666
6120,2021-09-09,17.166666666666668
6121,2021-09-10,14.991304347826087
6122,2021-09-11,14.25
6123,2021-09-12,19.4875
6124,2021-09-13,19.395833333333332
6125,2021-09-14,18.733333333333334
6126,2021-09-15,21.058333333333334
6127,2021-09-16,16.733333333333334
6128,2021-09-17,19.179166666666667
6129,2021-09-18,19.970833333333335
6130,2021-09-19,14.6
6131,2021-09-20,14.029166666666667
6132,2021-09-21,16.929166666666667
6133,2021-09-22,19.241666666666667
6134,2021-09-23,19.479166666666668
6135,2021-09-24,13.008333333333333
6136,2021-09-25,12.6625
6137,2021-09-26,13.825000000000001
6138,2021-09-27,14.858333333333334
6139,2021-09-28,15.716666666666667
6140,2021-09-29,10.645833333333334
6141,2021-09-30,11.0
6142,2021-10-01,8.741666666666667
6143,2021-10-02,11.783333333333333
6144,2021-10-03,13.466666666666667
6145,2021-10-04,17.8
6146,2021-10-05,16.712500000000002
6147,2021-10-06,16.629166666666666
6148,2021-10-07,16.720833333333335
6149,2021-10-08,15.291666666666666
6150,2021-10-09,15.533333333333333
6151,2021-10-10,15.108333333333334
6152,2021-10-11,16.154166666666665
6153,2021-10-12,16.595833333333335
6154,2021-10-13,17.47391304347826
6155,2021-10-14,14.965217391304348
6156,2021-10-15,18.462500000000002
6157,2021-10-16,18.375
6158,2021-10-17,9.820833333333335
6159,2021-10-18,7.7625
6160,2021-10-19,9.845833333333333
6161,2021-10-20,13.558333333333332
6162,2021-10-21,13.0375
6163,2021-10-22,11.225
6164,2021-10-23,4.254166666666666
6165,2021-10-24,5.845833333333334
6166,2021-10-25,12.6875
6167,2021-10-26,12.108333333333334
6168,2021-10-27,9.525
6169,2021-10-28,6.021739130434782
6170,2021-10-29,8.279166666666667
6171,2021-10-30,8.545833333333333
6172,2021-10-31,9.504166666666666
6173,2021-11-01,8.395833333333334
6174,2021-11-02,3.7875
6175,2021-11-03,2.1999999999999997
6176,2021-11-04,0.3375000000000001
6177,2021-11-05,0.01250000000000003
6178,2021-11-06,0.3791666666666666
6179,2021-11-07,2.129166666666667
6180,2021-11-08,4.091666666666667
6181,2021-11-09,6.6125
6182,2021-11-10,8.549999999999999
6183,2021-11-11,3.6166666666666667
6184,2021-11-12,11.229166666666666
6185,2021-11-13,3.3958333333333335
6186,2021-11-14,3.0749999999999997
6187,2021-11-15,1.6124999999999998
6188,2021-11-16,1.7958333333333334
6189,2021-11-17,0.21666666666666667
6190,2021-11-18,9.475
6191,2021-11-19,2.379166666666667
6192,2021-11-20,-0.8875000000000001
6193,2021-11-21,3.6125000000000003
6194,2021-11-22,2.595833333333333
6195,2021-11-23,-2.0416666666666665
6196,2021-11-24,-4.183333333333334
6197,2021-11-25,1.2583333333333333
6198,2021-11-26,1.4833333333333334
6199,2021-11-27,-2.6416666666666666
6200,2021-11-28,-2.7416666666666667
6201,2021-11-29,-1.825
6202,2021-11-30,-4.241666666666666
6203,2021-12-01,1.5291666666666668
6204,2021-12-02,4.091666666666667
6205,2021-12-03,1.075
6206,2021-12-04,0.9833333333333334
6207,2021-12-05,0.5333333333333333
6208,2021-12-06,6.7625
6209,2021-12-07,-0.6791666666666667
6210,2021-12-08,-2.9291666666666667
6211,2021-12-09,-4.008333333333334
6212,2021-12-10,0.3791666666666667
6213,2021-12-11,5.920833333333333
6214,2021-12-12,3.5875
6215,2021-12-13,4.054166666666666
6216,2021-12-14,3.0124999999999997
6217,2021-12-15,0.4416666666666667
6218,2021-12-16,10.433333333333334
6219,2021-12-17,8.375
6220,2021-12-18,0.5208333333333334
6221,2021-12-19,-2.0124999999999997
6222,2021-12-20,-4.8875
6223,2021-12-21,-0.5291666666666667
6224,2021-12-22,-1.5666666666666667
6225,2021-12-23,-5.004166666666666
6226,2021-12-24,-2.670833333333333
6227,2021-12-25,2.1041666666666665
6228,2021-12-26,2.3916666666666666
6229,2021-12-27,-1.8541666666666667
6230,2021-12-28,0.6625
6231,2021-12-29,0.9
6232,2021-12-30,2.1750000000000003
6233,2021-12-31,4.833333333333333
